countrycode,seriescode,year,description
IDN_Banten_ID.BT_73610_IDN031,SI.POV.RUHC,YR2007,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.RUHC,YR2008,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.RUHC,YR2009,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.RUHC,YR2010,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.RUHC,YR2011,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.RUHC,YR2012,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.RUHC,YR2013,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.URHC,YR2002,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.URHC,YR2003,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.URHC,YR2004,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.URHC,YR2005,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.URHC,YR2006,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.URHC,YR2007,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.URHC,YR2008,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.URHC,YR2009,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.URHC,YR2010,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.URHC,YR2011,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.URHC,YR2012,Source: BPS
IDN_Banten_ID.BT_73610_IDN031,SI.POV.URHC,YR2013,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.NAHC,YR2002,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.NAHC,YR2003,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.NAHC,YR2004,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.NAHC,YR2005,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.NAHC,YR2006,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.NAHC,YR2007,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.NAHC,YR2008,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.NAHC,YR2009,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.NAHC,YR2010,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.NAHC,YR2011,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.NAHC,YR2012,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.NAHC,YR2013,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.RUHC,YR2002,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.RUHC,YR2003,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.RUHC,YR2004,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.RUHC,YR2005,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.RUHC,YR2006,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.RUHC,YR2007,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.RUHC,YR2008,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.RUHC,YR2009,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.RUHC,YR2010,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.RUHC,YR2011,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.RUHC,YR2012,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.RUHC,YR2013,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.URHC,YR2002,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.URHC,YR2003,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.URHC,YR2004,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.URHC,YR2005,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.URHC,YR2006,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.URHC,YR2007,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.URHC,YR2008,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.URHC,YR2009,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.URHC,YR2010,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.URHC,YR2011,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.URHC,YR2012,Source: BPS
IDN_Bengkulu_ID.BE_1514_IDN003,SI.POV.URHC,YR2013,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.NAHC,YR2002,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.NAHC,YR2003,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.NAHC,YR2004,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.NAHC,YR2005,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.NAHC,YR2006,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.NAHC,YR2007,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.NAHC,YR2008,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.NAHC,YR2009,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.NAHC,YR2010,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.NAHC,YR2011,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.NAHC,YR2012,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.NAHC,YR2013,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.RUHC,YR2002,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.RUHC,YR2003,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.RUHC,YR2004,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.RUHC,YR2005,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.RUHC,YR2006,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.RUHC,YR2007,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.RUHC,YR2008,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.RUHC,YR2009,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.RUHC,YR2010,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.RUHC,YR2011,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.RUHC,YR2012,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.RUHC,YR2013,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.URHC,YR2002,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.URHC,YR2003,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.URHC,YR2004,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.URHC,YR2005,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.URHC,YR2006,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.URHC,YR2007,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.URHC,YR2008,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.URHC,YR2009,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.URHC,YR2010,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.URHC,YR2011,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.URHC,YR2012,Source: BPS
IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,SI.POV.URHC,YR2013,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.NAHC,YR2002,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.NAHC,YR2003,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.NAHC,YR2004,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.NAHC,YR2005,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.NAHC,YR2006,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.NAHC,YR2007,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.NAHC,YR2008,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.NAHC,YR2009,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.NAHC,YR2010,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.NAHC,YR2011,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.NAHC,YR2012,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.NAHC,YR2013,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.RUHC,YR2002,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.RUHC,YR2003,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.RUHC,YR2004,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.RUHC,YR2005,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.RUHC,YR2006,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.RUHC,YR2007,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.RUHC,YR2008,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.RUHC,YR2009,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.RUHC,YR2010,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.RUHC,YR2011,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.RUHC,YR2012,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.RUHC,YR2013,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.URHC,YR2002,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.URHC,YR2003,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.URHC,YR2004,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.URHC,YR2005,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.URHC,YR2006,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.URHC,YR2007,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.URHC,YR2008,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.URHC,YR2009,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.URHC,YR2010,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.URHC,YR2011,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.URHC,YR2012,Source: BPS
IDN_Dki_Jakarta_ID.DJ_1516_IDN007,SI.POV.URHC,YR2013,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.NAHC,YR2002,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.NAHC,YR2003,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.NAHC,YR2004,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.NAHC,YR2005,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.NAHC,YR2006,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.NAHC,YR2007,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.NAHC,YR2008,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.NAHC,YR2009,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.NAHC,YR2010,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.NAHC,YR2011,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.NAHC,YR2012,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.NAHC,YR2013,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.RUHC,YR2002,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.RUHC,YR2003,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.RUHC,YR2004,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.RUHC,YR2005,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.RUHC,YR2006,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.RUHC,YR2007,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.RUHC,YR2008,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.RUHC,YR2009,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.RUHC,YR2010,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.RUHC,YR2011,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.RUHC,YR2012,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.RUHC,YR2013,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.URHC,YR2002,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.URHC,YR2003,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.URHC,YR2004,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.URHC,YR2005,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.URHC,YR2006,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.URHC,YR2007,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.URHC,YR2008,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.URHC,YR2009,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.URHC,YR2010,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.URHC,YR2011,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.URHC,YR2012,Source: BPS
IDN_Gorontalo_ID.GO_73611_IDN034,SI.POV.URHC,YR2013,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.NAHC,YR2002,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.NAHC,YR2003,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.NAHC,YR2004,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.NAHC,YR2005,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.NAHC,YR2006,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.NAHC,YR2007,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.NAHC,YR2008,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.NAHC,YR2009,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.NAHC,YR2010,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.NAHC,YR2011,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.NAHC,YR2012,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.NAHC,YR2013,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.RUHC,YR2002,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.RUHC,YR2003,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.RUHC,YR2004,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.RUHC,YR2005,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.RUHC,YR2006,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.RUHC,YR2007,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.RUHC,YR2008,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.RUHC,YR2009,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.RUHC,YR2010,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.RUHC,YR2011,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.RUHC,YR2012,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.RUHC,YR2013,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.URHC,YR2002,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.URHC,YR2003,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.URHC,YR2004,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.URHC,YR2005,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.URHC,YR2006,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.URHC,YR2007,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.URHC,YR2008,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.URHC,YR2009,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.URHC,YR2010,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.URHC,YR2011,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.URHC,YR2012,Source: BPS
IDN_Jambi_ID.JA_1518_IDN006,SI.POV.URHC,YR2013,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.NAHC,YR2002,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.NAHC,YR2003,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.NAHC,YR2004,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.NAHC,YR2005,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.NAHC,YR2006,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.NAHC,YR2007,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.NAHC,YR2008,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.NAHC,YR2009,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.NAHC,YR2010,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.NAHC,YR2011,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.NAHC,YR2012,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.NAHC,YR2013,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.RUHC,YR2002,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.RUHC,YR2003,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.RUHC,YR2004,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.RUHC,YR2005,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.RUHC,YR2006,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.RUHC,YR2007,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.RUHC,YR2008,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.RUHC,YR2009,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.RUHC,YR2010,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.RUHC,YR2011,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.RUHC,YR2012,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.RUHC,YR2013,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.URHC,YR2002,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.URHC,YR2003,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.URHC,YR2004,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.URHC,YR2005,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.URHC,YR2006,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.URHC,YR2007,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.URHC,YR2008,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.URHC,YR2009,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.URHC,YR2010,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.URHC,YR2011,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.URHC,YR2012,Source: BPS
IDN_Jawa_Barat_ID.JB_73613_IDN035,SI.POV.URHC,YR2013,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.NAHC,YR2002,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.NAHC,YR2003,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.NAHC,YR2004,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.NAHC,YR2005,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.NAHC,YR2006,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.NAHC,YR2007,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.NAHC,YR2008,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.NAHC,YR2009,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.NAHC,YR2010,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.NAHC,YR2011,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.NAHC,YR2012,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.NAHC,YR2013,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.RUHC,YR2002,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.RUHC,YR2003,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.RUHC,YR2004,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.RUHC,YR2005,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.RUHC,YR2006,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.RUHC,YR2007,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.RUHC,YR2008,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.RUHC,YR2009,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.RUHC,YR2010,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.RUHC,YR2011,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.RUHC,YR2012,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.RUHC,YR2013,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.URHC,YR2002,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.URHC,YR2003,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.URHC,YR2004,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.URHC,YR2005,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.URHC,YR2006,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.URHC,YR2007,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.URHC,YR2008,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.URHC,YR2009,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.URHC,YR2010,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.URHC,YR2011,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.URHC,YR2012,Source: BPS
IDN_Jawa_Tengah_ID.JT_1520_IDN008,SI.POV.URHC,YR2013,Source: BPS
IDN_Jawa_Timur_ID.TI_1521_IDN009,SI.POV.NAHC,YR2002,Source: BPS
IDN_Jawa_Timur_ID.TI_1521_IDN009,SI.POV.NAHC,YR2003,Source: BPS
IDN_Jawa_Timur_ID.TI_1521_IDN009,SI.POV.NAHC,YR2004,Source: BPS
IDN_Jawa_Timur_ID.TI_1521_IDN009,SI.POV.NAHC,YR2005,Source: BPS
IDN_Jawa_Timur_ID.TI_1521_IDN009,SI.POV.NAHC,YR2006,Source: BPS
IDN_Jawa_Timur_ID.TI_1521_IDN009,SI.POV.NAHC,YR2007,Source: BPS
IDN_Jawa_Timur_ID.TI_1521_IDN009,SI.POV.NAHC,YR2008,Source: BPS
IDN_Jawa_Timur_ID.TI_1521_IDN009,SI.POV.NAHC,YR2009,Source: BPS
IDN_Jawa_Timur_ID.TI_1521_IDN009,SI.POV.NAHC,YR2010,Source: BPS
IDN_Jawa_Timur_ID.TI_1521_IDN009,SI.POV.NAHC,YR2011,Source: BPS
IDN_Jawa_Timur_ID.TI_1521_IDN009,SI.POV.NAHC,YR2012,Source: BPS
IDN_Jawa_Timur_ID.TI_1521_IDN009,SI.POV.NAHC,YR2013,Source: BPS
IDN_Jawa_Timur_ID.TI_1521_IDN009,SI.POV.RUHC,YR2002,Source: BPS
